MLP Training & Testing: Experiment 3
UCI Handwritten Letter Recognition
Iteration 203 Error: 2.5396471534406584
Iteration 204 Error: 2.509361869995598
Iteration 205 Error: 2.537141524279831
Iteration 206 Error: 2.5070511028262286
Iteration 207 Error: 2.533072071852838
Iteration 208 Error: 2.5039894087902583
Iteration 209 Error: 2.5280032491066438
Iteration 210 Error: 2.4999008964874405
Iteration 211 Error: 2.5223343797287527
Iteration 212 Error: 2.495319912956948
Iteration 213 Error: 2.5168708102499826
Iteration 214 Error: 2.4915193167992205
Iteration 215 Error: 2.512545995392377
Iteration 216 Error: 2.488616996216485
Iteration 217 Error: 2.5094708075758527
Iteration 218 Error: 2.4861802710086507
Iteration 219 Error: 2.50730318486915
Iteration 220 Error: 2.484065702420158
Iteration 221 Error: 2.505465081035152
Iteration 222 Error: 2.4820773147182846
Iteration 223 Error: 2.5036074099239047
Iteration 224 Error: 2.479972634862721
Iteration 225 Error: 2.501458997830952
Iteration 226 Error: 2.4777607293052606
Iteration 227 Error: 2.4991298374961297
Iteration 228 Error: 2.4754512160695605
Iteration 229 Error: 2.4967180244018987
Iteration 230 Error: 2.472988085452821
Iteration 231 Error: 2.4942056312339
Iteration 232 Error: 2.4703132104625256
Iteration 233 Error: 2.4915446613918184
Iteration 234 Error: 2.467433594177067
Iteration 235 Error: 2.4887492555866473
Iteration 236 Error: 2.464425335371492
Iteration 237 Error: 2.4858968611612635
Iteration 238 Error: 2.4613997024423124
Iteration 239 Error: 2.4830829760954116
Iteration 240 Error: 2.4584888337749473
Iteration 241 Error: 2.4804055427822185
Iteration 242 Error: 2.4558611000726858
Iteration 243 Error: 2.47796489095646
Iteration 244 Error: 2.453701336462758
Iteration 245 Error: 2.4758221483841143
Iteration 246 Error: 2.452106163342764
Iteration 247 Error: 2.4739499541977685
Iteration 248 Error: 2.4509915765937533
Iteration 249 Error: 2.4722384263978303
Iteration 250 Error: 2.450128416626842
Iteration 251 Error: 2.4705627775752346
Iteration 252 Error: 2.4492844809257748
Iteration 253 Error: 2.468846762508051
Iteration 254 Error: 2.448326776129311
Iteration 255 Error: 2.4670629902167858
Iteration 256 Error: 2.4472003942293985
Iteration 257 Error: 2.465194070802648
Iteration 258 Error: 2.445865759576399
Iteration 259 Error: 2.463196363116893
Iteration 260 Error: 2.444269583442026
Iteration 261 Error: 2.460994594354814
Iteration 262 Error: 2.4423596839078563
Iteration 263 Error: 2.458515055288156
Iteration 264 Error: 2.440128886176411
Iteration 265 Error: 2.455731487884761
Iteration 266 Error: 2.4376621188772387
Iteration 267 Error: 2.4526567508604322
Iteration 268 Error: 2.435117133221953
Iteration 269 Error: 2.4491831013548233
Iteration 270 Error: 2.43254363043367
Iteration 271 Error: 2.444824657463226
Iteration 272 Error: 2.4297692079910296
Iteration 273 Error: 2.4390111554450358
Iteration 274 Error: 2.4267233191817588
Iteration 275 Error: 2.432642922070917
Iteration 276 Error: 2.4245125591865535
Iteration 277 Error: 2.4285681066936777
Iteration 278 Error: 2.42480997946252
Iteration 279 Error: 2.427733835286799
Iteration 280 Error: 2.4278143859252985
Iteration 281 Error: 2.429204262398292
Iteration 282 Error: 2.4363600085856616
Iteration 283 Error: 2.42965225151162
Iteration 284 Error: 2.4381479478568133
Iteration 285 Error: 2.4246797307257637
Iteration 286 Error: 2.427266457269489
Iteration 287 Error: 2.4177180529064017
Iteration 288 Error: 2.414798947938298
Iteration 289 Error: 2.4119649592671095
Iteration 290 Error: 2.407610947318076
Iteration 291 Error: 2.419376155867966
Iteration 292 Error: 2.410708278356171
Iteration 293 Error: 2.439039451302494
Iteration 294 Error: 2.43573929446455
Iteration 295 Error: 2.5032723124027374
Iteration 296 Error: 2.4211215771320704
Iteration 297 Error: 2.444958377305005
Iteration 298 Error: 2.396397010654205
Iteration 299 Error: 2.407779476189967
Iteration 300 Error: 2.3829972438352827
Iteration 301 Error: 2.3886718160475566
Iteration 302 Error: 2.374198155959914
Iteration 303 Error: 2.382742715374353
Iteration 304 Error: 2.372573576003713
Iteration 305 Error: 2.3802559464695703
Iteration 306 Error: 2.373926866438755
Iteration 307 Error: 2.3806594423005003
Iteration 308 Error: 2.3788791564568292
Iteration 309 Error: 2.390019063253279
Iteration 310 Error: 2.4010425102039297
Iteration 311 Error: 2.427980212858718
Iteration 312 Error: 2.479740853647172
Iteration 313 Error: 2.4241220926578624
Iteration 314 Error: 2.4497645307911067
Iteration 315 Error: 2.4114629206404974
Iteration 316 Error: 2.416078395995365
Iteration 317 Error: 2.406179735229006
Iteration 318 Error: 2.407617785870611
Iteration 319 Error: 2.405748360889119
Iteration 320 Error: 2.4042559047900105
Iteration 321 Error: 2.408856241420726
Iteration 322 Error: 2.410365417017722
Iteration 323 Error: 2.4113895699674193
Iteration 324 Error: 2.4258420908621066
Iteration 325 Error: 2.399630939357075
Iteration 326 Error: 2.4168973161069305
Iteration 327 Error: 2.3910143031289106
Iteration 328 Error: 2.4137201592243978
Iteration 329 Error: 2.4168739528822054
Iteration 330 Error: 2.4912123584816985
Iteration 331 Error: 2.3828616016416158
Iteration 332 Error: 2.4063032120564745
Iteration 333 Error: 2.378702884628084
Iteration 334 Error: 2.4079480045717347
Iteration 335 Error: 2.3776261478093454
Iteration 336 Error: 2.40807286704663
Iteration 337 Error: 2.3877449637637063
Iteration 338 Error: 2.435641503654617
Iteration 339 Error: 2.4199466123350746
Iteration 340 Error: 2.4398351599629797
Iteration 341 Error: 2.4173634258435466
Iteration 342 Error: 2.402519013671249
Iteration 343 Error: 2.3826662443973436
Iteration 344 Error: 2.3825514529166836
Iteration 345 Error: 2.3674025023503953
Iteration 346 Error: 2.368366144163353
Iteration 347 Error: 2.3552696339452877
Iteration 348 Error: 2.3594463157474967
Iteration 349 Error: 2.3550394646583825
Iteration 350 Error: 2.365796767631139
Iteration 351 Error: 2.377012380985238
Iteration 352 Error: 2.37221354578977
Iteration 353 Error: 2.3867077063440694
Iteration 354 Error: 2.375111053325075
Iteration 355 Error: 2.38994675183063
Iteration 356 Error: 2.3686191856675896
Iteration 357 Error: 2.375436558780466
Iteration 358 Error: 2.3578015680774262
Iteration 359 Error: 2.363051111400033
Iteration 360 Error: 2.3493079428627315
Iteration 361 Error: 2.355672206002992
Iteration 362 Error: 2.349487219951876
Iteration 363 Error: 2.354762094282225
Iteration 364 Error: 2.3553778898164586
Iteration 365 Error: 2.362333644624814
Iteration 366 Error: 2.381838870245698
Iteration 367 Error: 2.3881035104770216
Iteration 368 Error: 2.4228449107977648
Iteration 369 Error: 2.390763264627965
Iteration 370 Error: 2.4188427717747927
Iteration 371 Error: 2.392720018469934
Iteration 372 Error: 2.40772327958862
Iteration 373 Error: 2.382221179423854
Iteration 374 Error: 2.393650192526233
Iteration 375 Error: 2.3677911932819677
Iteration 376 Error: 2.372712224875594
Iteration 377 Error: 2.356145135281921
Iteration 378 Error: 2.35150080727833
Iteration 379 Error: 2.3474621501010526
Iteration 380 Error: 2.3410600851881727
Iteration 381 Error: 2.3437882538979857
Iteration 382 Error: 2.3361183765499045
Iteration 383 Error: 2.343846409695956
Iteration 384 Error: 2.335892350453194
Iteration 385 Error: 2.3448212669647996
Iteration 386 Error: 2.3383614021393853
Iteration 387 Error: 2.3504012399714473
Iteration 388 Error: 2.346848770752161
Iteration 389 Error: 2.3727818316059746
Iteration 390 Error: 2.380196803882075
Iteration 391 Error: 2.452899928975388
Iteration 392 Error: 2.362867304163502
Iteration 393 Error: 2.3850010549541314
Iteration 394 Error: 2.358746518969102
Iteration 395 Error: 2.376530056262658
Iteration 396 Error: 2.3529904710812946
Iteration 397 Error: 2.3660416944817184
Iteration 398 Error: 2.3455458204449093
Iteration 399 Error: 2.3565664350062905
Iteration 400 Error: 2.3359302401637123
Iteration 401 Error: 2.3453071867239625
Iteration 402 Error: 2.327547187959939
Iteration 403 Error: 2.332455388640594
Iteration 404 Error: 2.3254374039230687
Iteration 405 Error: 2.3303173820799494
Iteration 406 Error: 2.3275358630033782
Iteration 407 Error: 2.3334340413270365
Iteration 408 Error: 2.33544237489937
Iteration 409 Error: 2.340695335558874
Iteration 410 Error: 2.3458816221553307
Iteration 411 Error: 2.353984388681086
Iteration 412 Error: 2.339874999616108
Iteration 413 Error: 2.339017241480432
Iteration 414 Error: 2.3346654803958238
Iteration 415 Error: 2.333338567888304
Iteration 416 Error: 2.3382727363797975
Iteration 417 Error: 2.3476984087867905
Iteration 418 Error: 2.400751606351893
Iteration 419 Error: 2.3690319587488604
Iteration 420 Error: 2.4215293860781544
Iteration 421 Error: 2.3436812433588567
Iteration 422 Error: 2.3813701191077503
Iteration 423 Error: 2.3387937867728676
Iteration 424 Error: 2.371623887770708
Iteration 425 Error: 2.3364966738726727
Iteration 426 Error: 2.366782666051235
Iteration 427 Error: 2.334507632569038
Iteration 428 Error: 2.361879887941033
Iteration 429 Error: 2.3350681109254485
Iteration 430 Error: 2.360138572584137
Iteration 431 Error: 2.338459689935469
Iteration 432 Error: 2.3534891378259974
Iteration 433 Error: 2.335654808549076
Iteration 434 Error: 2.3442751325942464
Iteration 435 Error: 2.3314094340723304
Iteration 436 Error: 2.3382061552586713
Iteration 437 Error: 2.331728743905548
Iteration 438 Error: 2.3418999632140216
Iteration 439 Error: 2.3309107747866644
Iteration 440 Error: 2.340606968516543
Iteration 441 Error: 2.3297459794932887
Iteration 442 Error: 2.339665627954349
Iteration 443 Error: 2.3288639078853004
Iteration 444 Error: 2.339066017696709
Iteration 445 Error: 2.3282921911762524
Iteration 446 Error: 2.3385380779230367
Iteration 447 Error: 2.327850045886356
Iteration 448 Error: 2.338058101579446
Iteration 449 Error: 2.3274969581279694
Iteration 450 Error: 2.337696184940495
Iteration 451 Error: 2.327284108966035
Iteration 452 Error: 2.3375122866971005
Iteration 453 Error: 2.3272662991029565
Iteration 454 Error: 2.337558798824197
Iteration 455 Error: 2.3274889437945423
Iteration 456 Error: 2.337875185004405
Iteration 457 Error: 2.327971648042639
Iteration 458 Error: 2.338411314992277
Iteration 459 Error: 2.3286093233872815
Iteration 460 Error: 2.338854498143876
Iteration 461 Error: 2.3289953269438146
Iteration 462 Error: 2.3384738283886684
Iteration 463 Error: 2.3283873533845143
Iteration 464 Error: 2.3362711168314454
Iteration 465 Error: 2.32594281831527
Iteration 466 Error: 2.3313619938748764
Iteration 467 Error: 2.3206797984048655
Iteration 468 Error: 2.3225861903817897
Iteration 469 Error: 2.3127266137596956
Iteration 470 Error: 2.309971051836462
Iteration 471 Error: 2.3108635786490277
Iteration 472 Error: 2.3083020653428195
Iteration 473 Error: 2.311836118796304
Iteration 474 Error: 2.3101133814680956
Iteration 475 Error: 2.3115812424366644
Iteration 476 Error: 2.31176051907761
Iteration 477 Error: 2.3160173192918854
Iteration 478 Error: 2.3204431187813945
Iteration 479 Error: 2.345509386278567
Iteration 480 Error: 2.361971444949816
Iteration 481 Error: 2.4575170624282743
Iteration 482 Error: 2.3332359772019764
Iteration 483 Error: 2.355704916836033
Iteration 484 Error: 2.3321969346225404
Iteration 485 Error: 2.3530426396770716
Iteration 486 Error: 2.3290516102993575
Iteration 487 Error: 2.3451319796462804
Iteration 488 Error: 2.3293669580377285
Iteration 489 Error: 2.3436181932548243
Iteration 490 Error: 2.326482156463463
Iteration 491 Error: 2.3376388801256818
Iteration 492 Error: 2.3198433377257315
Iteration 493 Error: 2.3314838216582885
Iteration 494 Error: 2.3106947550843793
Iteration 495 Error: 2.322361989890069
Iteration 496 Error: 2.3025823537724257
Iteration 497 Error: 2.305162087097603
Iteration 498 Error: 2.3000154204840184
Iteration 499 Error: 2.300609716029149
Iteration 500 Error: 2.3003370291753584
Iteration 501 Error: 2.3006295702464468
Iteration 502 Error: 2.3028068776057524
Iteration 503 Error: 2.3042005502788836
Iteration 504 Error: 2.308695239602734
Iteration 505 Error: 2.311686344396178
Iteration 506 Error: 2.3167342944878655
Iteration 507 Error: 2.3154077997370885
Iteration 508 Error: 2.3135484771259964
Iteration 509 Error: 2.3092486686538836
Iteration 510 Error: 2.306792450020434
Iteration 511 Error: 2.303311477660636
Iteration 512 Error: 2.3030239439572524
Iteration 513 Error: 2.3061278855537473
Iteration 514 Error: 2.334767894726341
Iteration 515 Error: 2.3478831910172397
Iteration 516 Error: 2.38910878798418
Iteration 517 Error: 2.320801518351629
Iteration 518 Error: 2.3717357050767203
Iteration 519 Error: 2.314242110199167
Iteration 520 Error: 2.356150185136907
Iteration 521 Error: 2.312386932451712
Iteration 522 Error: 2.349817123233169
Iteration 523 Error: 2.307381729982386
Iteration 524 Error: 2.3370095414570633
Iteration 525 Error: 2.3037451670706854
Iteration 526 Error: 2.328204835745237
Iteration 527 Error: 2.299190337071356
Iteration 528 Error: 2.3189695985103898
Iteration 529 Error: 2.2991824549670685
Iteration 530 Error: 2.320887159685273
Iteration 531 Error: 2.3005832637011525
Iteration 532 Error: 2.322939714525937
Iteration 533 Error: 2.308249898673904
Iteration 534 Error: 2.3266073562733074
Iteration 535 Error: 2.31291507266545
Iteration 536 Error: 2.3245519258811744
Iteration 537 Error: 2.3134164858075827
Iteration 538 Error: 2.321609804219484
Iteration 539 Error: 2.3098178561713785
Iteration 540 Error: 2.3180728775434627
Iteration 541 Error: 2.305773124325287
Iteration 542 Error: 2.3161046803134697
Iteration 543 Error: 2.3024856782823
Iteration 544 Error: 2.3151581504032874
Iteration 545 Error: 2.3013873774506948
Iteration 546 Error: 2.3149956856853424
Iteration 547 Error: 2.3010239017193306
Iteration 548 Error: 2.314900898730761
Iteration 549 Error: 2.3010688937280537
Iteration 550 Error: 2.316868325871424
Iteration 551 Error: 2.302575742838157
Iteration 552 Error: 2.322243817930075
Iteration 553 Error: 2.301083472843541
Iteration 554 Error: 2.3237379772240465
Iteration 555 Error: 2.2979800624421807
Iteration 556 Error: 2.3217507564242195
Iteration 557 Error: 2.295672333914352
Iteration 558 Error: 2.320995465475066
Iteration 559 Error: 2.294127301292247
Iteration 560 Error: 2.32150404314216
Iteration 561 Error: 2.294069961267801
Iteration 562 Error: 2.324606202390588
Iteration 563 Error: 2.298914347369198
Iteration 564 Error: 2.3359164779100587
Iteration 565 Error: 2.3197097197814367
Iteration 566 Error: 2.381426763222078
Iteration 567 Error: 2.346922531756317
Iteration 568 Error: 2.459087201806942
Iteration 569 Error: 2.290088739374798
Iteration 570 Error: 2.305088003970318
Iteration 571 Error: 2.29187860204073
Iteration 572 Error: 2.3160858809398306
Iteration 573 Error: 2.3025095221869023
Iteration 574 Error: 2.3258487152479184
Iteration 575 Error: 2.2982079436909695
Iteration 576 Error: 2.3150229297043015
Iteration 577 Error: 2.2939656827044
Iteration 578 Error: 2.308318201543669
Iteration 579 Error: 2.290701257742487
Iteration 580 Error: 2.3051026282506077
Iteration 581 Error: 2.2885205497074486
Iteration 582 Error: 2.3039132874750985
Iteration 583 Error: 2.287240956638388
Iteration 584 Error: 2.3046403648295253
Iteration 585 Error: 2.28739524433378
Iteration 586 Error: 2.3080639251553423
Iteration 587 Error: 2.290486926959215
Iteration 588 Error: 2.3160440428006677
Iteration 589 Error: 2.2894910518389433
Iteration 590 Error: 2.313425328546551
Iteration 591 Error: 2.2870370178067936
Iteration 592 Error: 2.3086393476765634
Iteration 593 Error: 2.288121114515335
Iteration 594 Error: 2.312879400197864
Iteration 595 Error: 2.2911509467260376
Iteration 596 Error: 2.3213411764926826
Iteration 597 Error: 2.290331750108705
Iteration 598 Error: 2.318762120326045
Iteration 599 Error: 2.289654906314668
Iteration 600 Error: 2.3157326822247053
Iteration 601 Error: 2.288948930732083
Iteration 602 Error: 2.31154110240517
Iteration 603 Error: 2.2875676855127014
Iteration 604 Error: 2.3071838154848794
Iteration 605 Error: 2.284359630194179
Iteration 606 Error: 2.300622844931826
Iteration 607 Error: 2.28130029368223
Iteration 608 Error: 2.296232988958898
Iteration 609 Error: 2.27990302275705
Iteration 610 Error: 2.2946504933586938
Iteration 611 Error: 2.2773836748714613
Iteration 612 Error: 2.2898822012510007
Iteration 613 Error: 2.2734334369517954
Iteration 614 Error: 2.2819377439003685
Iteration 615 Error: 2.267786916835991
Iteration 616 Error: 2.271542155229965
Iteration 617 Error: 2.263967501028203
Iteration 618 Error: 2.2676102755985683
Iteration 619 Error: 2.2622732362009574
Iteration 620 Error: 2.2662882566604443
Iteration 621 Error: 2.261852037901236
Iteration 622 Error: 2.2661914001144448
Iteration 623 Error: 2.2613686698053836
Iteration 624 Error: 2.2655466424978448
Iteration 625 Error: 2.261165742840093
Iteration 626 Error: 2.2651888848236714
Iteration 627 Error: 2.260400772028803
Iteration 628 Error: 2.2643719539176828
Iteration 629 Error: 2.260027148186419
Iteration 630 Error: 2.2647273481320167
Iteration 631 Error: 2.26150064250934
Iteration 632 Error: 2.2721889970795544
Iteration 633 Error: 2.2754600947178805
Iteration 634 Error: 2.31378990353234
Iteration 635 Error: 2.2792065160259063
Iteration 636 Error: 2.316471218690973
Iteration 637 Error: 2.2752807774413704
Iteration 638 Error: 2.3012540642498016
Iteration 639 Error: 2.2795264573200704
Iteration 640 Error: 2.3059537805125263
Iteration 641 Error: 2.2785724092715323
Iteration 642 Error: 2.302274953624563
Iteration 643 Error: 2.2838806512326473
Iteration 644 Error: 2.2954099690031415
Iteration 645 Error: 2.277189056779819
Iteration 646 Error: 2.292244394522598
Iteration 647 Error: 2.2879243336538075
Iteration 648 Error: 2.294168600367054
Iteration 649 Error: 2.277282142358958
Iteration 650 Error: 2.2847129412504392
Iteration 651 Error: 2.2827622893133803
Iteration 652 Error: 2.2846421583138583
Iteration 653 Error: 2.271189731344439
Iteration 654 Error: 2.2767254107103545
Iteration 655 Error: 2.272945120426784
Iteration 656 Error: 2.271384670811552
Iteration 657 Error: 2.2615302313561467
Iteration 658 Error: 2.2637729715437054
Iteration 659 Error: 2.262721341562772
Iteration 660 Error: 2.2608063277963755
Iteration 661 Error: 2.2589896472591775
Iteration 662 Error: 2.2623465345808524
Iteration 663 Error: 2.266150271576629
Iteration 664 Error: 2.264295845806666
Iteration 665 Error: 2.261224490465451
Iteration 666 Error: 2.26538777029294
Iteration 667 Error: 2.267010757818376
Iteration 668 Error: 2.2681908914616864
Iteration 669 Error: 2.2655195894021025
Iteration 670 Error: 2.270008646042746
Iteration 671 Error: 2.269430754587801
Iteration 672 Error: 2.2659195101975103
Iteration 673 Error: 2.2607319433954864
Iteration 674 Error: 2.2615291069360346
Iteration 675 Error: 2.261749085009058
Iteration 676 Error: 2.2584028052958116
Iteration 677 Error: 2.25560973588021
Iteration 678 Error: 2.2572058319976684
Iteration 679 Error: 2.2582063688510696
Iteration 680 Error: 2.254629521116538
Iteration 681 Error: 2.249526138570809
Iteration 682 Error: 2.25231838642999
Iteration 683 Error: 2.253003257790364
Iteration 684 Error: 2.254355814914548
Iteration 685 Error: 2.2530109914645244
Iteration 686 Error: 2.2573902303025526
Iteration 687 Error: 2.2569172228440677
Iteration 688 Error: 2.259897792472578
Iteration 689 Error: 2.256940655295166
Iteration 690 Error: 2.262895010081359
Iteration 691 Error: 2.2626015768407464
Iteration 692 Error: 2.263813652300748
Iteration 693 Error: 2.2594783359056247
Iteration 694 Error: 2.2635354597316666
Iteration 695 Error: 2.2612870092667956
Iteration 696 Error: 2.2621880621985064
Iteration 697 Error: 2.2550909689606327
Iteration 698 Error: 2.2573190627312836
Iteration 699 Error: 2.2556288419287056
Iteration 700 Error: 2.251826255793092
Iteration 701 Error: 2.2503933760550736
Iteration 702 Error: 2.250740847398807
Iteration 703 Error: 2.2528083605742384
Iteration 704 Error: 2.246566461687255
Iteration 705 Error: 2.2450985957822764
Iteration 706 Error: 2.2441169837744472
Iteration 707 Error: 2.2483548488348775
Iteration 708 Error: 2.2386464005546123
Iteration 709 Error: 2.240144853673628
Iteration 710 Error: 2.236840183658966
